"DateTime","4RH","1RV","2RV","3RH","Series 5","Series 6","Series 7"
"2025-12-24 01:46:00",0.3553,2.35465,4.07576,0.23289,,,
"2025-12-24 02:46:00",0.38116,2.44731,3.97892,0.23767,,,
"2025-12-24 03:46:00",0.37214,2.12088,3.566,0.23295,,,
"2025-12-24 04:46:00",0.37437,2.24467,4.20649,0.22547,,,
"2025-12-24 05:46:00",0.36063,2.31082,3.72609,0.22486,,,
"2025-12-24 06:46:00",0.35647,2.10602,4.08031,0.24299,,,
"2025-12-24 07:46:00",0.35578,2.54568,3.69283,0.22759,,,
"2025-12-24 08:46:00",0.33866,2.57651,4.00997,0.21968,,,
"2025-12-24 09:46:00",0.3365,2.46859,4.03168,0.22302,,,
"2025-12-24 10:46:00",0.3966,2.32507,4.19684,0.229,,,
"2025-12-24 11:46:00",0.41464,2.39601,4.09423,0.23443,,,
"2025-12-24 12:46:00",0.3862,2.32207,4.24832,0.25965,,,
"2025-12-24 13:46:00",0.38695,2.13331,3.6181,0.27034,,,
"2025-12-24 14:46:00",0.44654,2.29646,3.98836,0.2576,,,
"2025-12-24 15:46:00",0.44023,2.27717,4.01685,0.24228,,,
"2025-12-24 16:46:00",0.29941,2.09576,3.81779,0.23381,,,
"2025-12-24 17:46:00",0.38216,2.08334,3.60922,0.2424,,,
"2025-12-24 18:46:00",0.40839,2.20365,4.03234,0.22584,,,
"2025-12-24 19:46:00",0.39892,2.3121,4.0986,0.22737,,,
"2025-12-24 20:46:00",0.2836,3.25467,5.88907,0.2221,,,
"2025-12-24 21:46:00",0.34198,2.30572,3.7012,0.2392,,,
"2025-12-24 22:46:00",0.34328,2.46757,3.7845,0.24533,,,
"2025-12-24 23:46:00",0.32853,2.41302,4.46546,0.23603,,,
"2025-12-25 00:46:00",0.38811,2.14371,3.59882,0.23418,,,
"2025-12-25 01:46:00",0.40835,2.41453,3.99696,0.23016,,,
"2025-12-25 02:46:00",0.41315,2.37817,4.34843,0.25447,,,
"2025-12-25 03:46:00",0.41446,2.29228,3.94301,0.25311,,,
"2025-12-25 04:46:00",0.41035,2.21739,3.53689,0.26405,,,
"2025-12-25 05:46:00",0.37223,2.06263,3.77786,0.26519,,,
"2025-12-25 06:46:00",0.36969,2.41515,3.87968,0.2888,,,
"2025-12-25 07:46:00",0.44188,2.24652,3.95687,0.28744,,,
"2025-12-25 08:46:00",0.37092,2.43629,3.4953,0.22327,,,
"2025-12-25 09:46:00",0.32527,2.30012,3.53752,0.25929,,,
"2025-12-25 10:46:00",0.41953,2.44196,3.91097,0.25741,,,
"2025-12-25 11:46:00",0.39826,2.19795,3.65002,0.27576,,,
"2025-12-25 12:46:00",0.4212,2.5657,3.94512,0.27406,,,
"2025-12-25 13:46:00",0.42597,2.10043,3.5747,0.27483,,,
"2025-12-25 14:46:00",0.41768,3.07936,5.30185,0.28734,,,
"2025-12-25 15:46:00",0.29718,2.56928,4.10094,0.26223,,,
"2025-12-25 16:46:00",0.30254,2.43189,4.02169,0.26472,,,
"2025-12-25 17:46:00",0.30263,2.09021,3.5095,0.2819,,,
"2025-12-25 18:46:00",0.42763,2.22387,4.0607,0.27999,,,
"2025-12-25 19:46:00",0.4252,2.37987,4.04021,0.27682,,,
"2025-12-25 20:46:00",0.42274,2.23171,3.93808,0.2752,,,
"2025-12-25 21:46:00",0.44071,2.28757,3.82702,0.28197,,,
"2025-12-25 22:46:00",0.41835,2.78073,5.02754,0.25183,,,
"2025-12-25 23:46:00",0.44956,2.14134,3.51577,0.26338,,,
"2025-12-26 00:46:00",0.40883,2.03388,3.54246,0.22428,,,
"2025-12-26 01:46:00",0.435,2.29379,3.42813,0.23463,,,
"2025-12-26 02:46:00",0.4002,2.13145,3.45269,0.19434,,,
"2025-12-26 03:46:00",0.44375,2.2474,3.46773,0.2438,,,
"2025-12-26 04:46:00",0.44638,2.23346,3.58957,0.24582,,,
"2025-12-26 05:46:00",0.33324,2.11817,3.42256,0.25938,,,
"2025-12-26 06:46:00",0.33109,2.2762,4.32746,0.26382,,,
"2025-12-26 07:46:00",0.31749,2.15822,3.75527,0.26263,,,
"2025-12-26 08:46:00",0.32445,2.44368,3.8891,0.23549,,,
"2025-12-26 09:46:00",0.37562,2.2582,3.39783,0.2534,,,
"2025-12-26 10:46:00",0.31538,2.83129,4.95086,0.23624,,,
"2025-12-26 11:46:00",0.2565,2.12498,3.13847,0.24682,,,
"2025-12-26 12:46:00",0.40751,2.04742,3.23461,0.27809,,,
"2025-12-26 13:46:00",0.26067,2.21291,3.7221,0.28495,,,
"2025-12-26 14:46:00",0.36325,2.02679,3.48047,0.27569,,,
"2025-12-26 15:46:00",0.42627,2.28141,4.04134,0.28875,,,
"2025-12-26 16:46:00",0.40523,2.39364,4.24095,0.28284,,,
"2025-12-26 17:46:00",0.4175,2.04783,3.98142,0.29404,,,
"2025-12-26 18:46:00",0.45147,2.08747,3.70483,0.27717,,,
"2025-12-26 19:46:00",0.42748,2.50468,4.09681,0.27489,,,
"2025-12-26 20:46:00",0.45557,2.5006,3.60527,0.25093,,,
"2025-12-26 21:46:00",0.43397,2.35731,4.11132,0.25725,,,
"2025-12-26 22:46:00",0.39974,2.07841,3.5137,0.23931,,,
"2025-12-26 23:46:00",0.39028,2.17462,3.75602,0.24411,,,
"2025-12-27 00:46:00",0.44003,2.19049,3.57447,0.24896,,,
"2025-12-27 01:46:00",0.46403,1.9679,3.62119,0.23555,,,
"2025-12-27 02:46:00",0.43387,2.12926,3.59687,0.24311,,,
"2025-12-27 03:46:00",0.43526,2.06383,4.13852,0.24423,,,
"2025-12-27 04:46:00",0.43894,2.09982,3.44474,0.25128,,,
"2025-12-27 05:46:00",0.42228,2.0316,3.70439,0.23517,,,
"2025-12-27 06:46:00",0.32333,2.01445,3.6267,0.24631,,,
"2025-12-27 07:46:00",0.29314,2.12337,4.28263,0.24137,,,
"2025-12-27 08:46:00",0.30137,2.07252,3.39397,0.23042,,,
"2025-12-27 09:46:00",0.31416,1.98534,3.61855,0.23804,,,
"2025-12-27 10:46:00",0.30503,1.81413,3.66324,0.25271,,,
"2025-12-27 11:46:00",0.42077,1.80333,3.12565,0.23449,,,
"2025-12-27 12:46:00",0.32406,1.72388,2.83024,0.24721,,,
"2025-12-27 13:46:00",0.30974,1.85363,3.94191,0.26369,,,
"2025-12-27 14:46:00",0.26714,1.72336,3.43276,0.24725,,,
"2025-12-27 15:46:00",0.32047,1.98693,3.72817,0.2606,,,
"2025-12-27 16:46:00",0.27832,2.65803,5.04188,0.24315,,,
"2025-12-27 17:46:00",0.28908,1.76128,3.30989,0.23461,,,
"2025-12-27 18:46:00",0.42609,2.02197,3.5581,0.24532,,,
"2025-12-27 19:46:00",0.33797,2.23743,4.47478,0.24564,,,
"2025-12-27 20:46:00",0.33637,1.85266,3.63211,0.22589,,,
"2025-12-27 21:46:00",0.39302,1.80448,3.16855,0.21753,,,
"2025-12-27 22:46:00",0.42395,1.76888,2.63041,0.22832,,,
"2025-12-27 23:46:00",0.39188,1.68687,2.91714,0.2346,,,
"2025-12-28 00:46:00",0.41084,1.58462,2.90215,0.24489,,,
"2025-12-28 01:46:00",0.40832,1.7018,3.32329,0.25384,,,
"2025-12-28 02:46:00",0.40735,1.80265,3.22961,0.2555,,,
"2025-12-28 03:46:00",0.38962,1.80096,3.38059,0.25716,,,
"2025-12-28 04:46:00",0.33798,2.01492,3.5027,0.24096,,,
"2025-12-28 05:46:00",0.37506,1.85018,3.46066,0.241,,,
"2025-12-28 06:46:00",0.37607,1.66195,3.07116,0.23798,,,
"2025-12-28 07:46:00",0.42327,1.82221,2.89215,0.24118,,,
"2025-12-28 08:46:00",0.37441,1.74296,3.42392,0.24426,,,
"2025-12-28 09:46:00",0.37668,1.80422,3.03949,0.2362,,,
"2025-12-28 10:46:00",0.34966,1.82178,3.30859,0.2339,,,
"2025-12-28 11:46:00",0.37535,2.03494,3.06373,0.24433,,,
"2025-12-28 12:46:00",0.3658,1.55843,2.87669,0.23497,,,
"2025-12-28 13:46:00",0.36477,1.59377,3.03412,0.25681,,,
"2025-12-28 14:46:00",0.38082,1.65041,3.28758,0.25936,,,
"2025-12-28 15:46:00",0.34237,1.38701,2.94753,0.23378,,,
"2025-12-28 16:46:00",0.36835,1.6159,3.79772,0.23228,,,
"2025-12-28 17:46:00",0.33847,1.67076,3.25613,0.24373,,,
"2025-12-28 18:46:00",0.39997,1.75681,4.2552,0.23718,,,
"2025-12-28 19:46:00",0.36968,1.6328,3.64143,0.23292,,,
"2025-12-28 20:46:00",0.37557,1.68255,3.76878,0.24221,,,
"2025-12-28 21:46:00",0.30973,1.78049,3.78472,0.24607,,,
"2025-12-28 22:46:00",0.3896,1.90284,4.27794,0.25831,,,
"2025-12-28 23:46:00",0.40417,1.63492,3.7556,0.26289,,,
"2025-12-29 00:46:00",0.37663,1.76556,3.56819,0.22132,,,
"2025-12-29 01:46:00",0.39323,1.85238,3.39431,0.24053,,,
"2025-12-29 02:46:00",0.37464,2.37463,3.71317,0.28222,,,
"2025-12-29 03:46:00",0.33688,2.22248,4.29503,0.28601,,,
"2025-12-29 04:46:00",0.36103,1.80428,3.44057,0.29672,,,
"2025-12-29 05:46:00",0.39156,1.81151,3.66815,0.30375,,,
"2025-12-29 06:46:00",0.41131,1.95711,3.98067,0.29305,,,
