"DateTime","6RV","1RV","2RH","3RV","8RH","7RH","Series 7","Series 8"
"2025-10-23 08:20:00",0.71385,,,,,,,
"2025-10-23 09:20:00",0.71774,,,,,,,
"2025-10-23 10:20:00",0.71233,,,,,,,
"2025-10-23 11:20:00",0.84166,,,,,,,
"2025-10-23 12:20:00",0.79085,,,,,,,
"2025-10-23 13:20:00",0.81248,,,,,,,
"2025-10-23 14:20:00",0.78392,,,,,,,
"2025-10-23 15:20:00",0.81034,,,,,,,
"2025-10-23 16:20:00",0.715,,,,,,,
"2025-10-24 10:22:28",0.81894,,,,,,,
"2025-10-24 11:20:00",0.70165,,,,,,,
"2025-10-24 12:20:00",0.73791,,,,,,,
"2025-10-24 13:20:00",0.80209,,,,,,,
"2025-10-24 14:20:00",0.82536,,,,,,,
"2025-10-24 15:20:00",0.71454,,,,,,,
"2025-10-24 16:20:00",0.83676,,,,,,,
"2025-10-24 17:20:00",0.76892,,,,,,,
"2025-10-24 18:20:00",0.73771,,,,,,,
"2025-10-24 19:20:00",0.84424,,,,,,,
"2025-10-24 20:20:00",0.80519,,,,,,,
"2025-10-24 21:20:00",0.80788,,,,,,,
"2025-10-24 22:20:00",0.82998,,,,,,,
"2025-10-24 23:20:00",0.71707,,,,,,,
"2025-10-25 00:20:00",0.76921,,,,,,,
"2025-10-25 01:20:00",0.72791,,,,,,,
"2025-10-25 02:20:00",0.82862,,,,,,,
"2025-10-25 03:20:00",0.71511,,,,,,,
"2025-10-25 04:20:00",0.70975,,,,,,,
"2025-10-25 05:20:00",0.82775,,,,,,,
"2025-10-25 06:20:00",0.70886,,,,,,,
"2025-10-25 07:20:00",0.71942,,,,,,,
"2025-10-25 08:20:00",0.71363,,,,,,,
"2025-10-25 09:20:00",0.86402,,,,,,,
"2025-10-25 10:20:00",0.8376,,,,,,,
"2025-10-25 11:20:00",0.84994,,,,,,,
"2025-10-25 12:20:00",0.86605,,,,,,,
"2025-10-25 13:02:26",0.84566,,,,,,,
"2025-10-25 14:20:00",0.70448,,,,,,,
"2025-10-25 15:20:00",0.85217,,,,,,,
"2025-10-25 16:20:00",0.83058,,,,,,,
"2025-10-25 17:20:00",0.70618,,,,,,,
"2025-10-25 18:20:00",0.8237,,,,,,,
"2025-10-25 19:20:00",0.80016,,,,,,,
"2025-10-25 20:20:00",0.76654,,,,,,,
"2025-10-25 21:20:00",0.82914,,,,,,,
"2025-10-25 22:20:00",0.797,,,,,,,
"2025-10-25 23:20:00",0.72661,,,,,,,
"2025-10-26 00:20:00",0.849,,,,,,,
"2025-10-26 01:20:00",0.81133,,,,,,,
"2025-10-26 02:20:00",0.73977,,,,,,,
"2025-10-26 03:20:00",0.84828,,,,,,,
"2025-10-26 04:20:00",0.71614,,,,,,,
"2025-10-26 05:20:00",0.78255,,,,,,,
"2025-10-26 06:20:00",0.83558,,,,,,,
